SqFt,address,age,bath,bedrooms,crime,description,features,floorplan,incm_restr,neighborhood,price,site 
,"Brooklyn, NY, 11238, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,High,"373 Classon Avenue is a thoughtfully designed and finished new development where Bedford-Stuyvesant meets Clinton Hill! These sleek full floor and duplex homes feature well laid-out living and kitchen areas perfect for entertaining, and laundry in the building. Perfectly located among many of Bed-Stuy's exciting local destinations including Speedy Romeo, Clementine Bakery, The Finch, Sacred Yoga, Mekelburg, Peach's Shrimp and Crab, and more! Less than one block to the G line at Classon Avenue, and not much further to the C line at Franklin Avenue. Photos are from a similar development.","Price: $4,200; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Bedford - Stuyvesant,"$4,200/mo",trulia
,"Brooklyn, NY, 11238, (",3 days on Trulia,2 full Bathrooms,3 Bedrooms,High,"373 Classon Avenue is a thoughtfully designed and finished new development where Bedford-Stuyvesant meets Clinton Hill! These sleek full floor and duplex homes feature well laid-out living and kitchen areas perfect for entertaining, and laundry in the building. Perfectly located among many of Bed-Stuy's exciting local destinations including Speedy Romeo, Clementine Bakery, The Finch, Sacred Yoga, Mekelburg, Peach's Shrimp and Crab, and more! Less than one block to the G line at Classon Avenue, and not much further to the C line at Franklin Avenue. Photos are from a similar development.","Price: $5,000; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Bedford - Stuyvesant,"$5,000/mo",trulia
,"Brooklyn, NY, 11238, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,High,"373 Classon Avenue is a thoughtfully designed and finished new development where Bedford-Stuyvesant meets Clinton Hill! These sleek full floor and duplex homes feature well laid-out living and kitchen areas perfect for entertaining, and laundry in the building. Perfectly located among many of Bed-Stuy's exciting local destinations including Speedy Romeo, Clementine Bakery, The Finch, Sacred Yoga, Mekelburg, Peach's Shrimp and Crab, and more! Less than one block to the G line at Classon Avenue, and not much further to the C line at Franklin Avenue. Photos are from a similar development.","Price: $4,200; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Bedford - Stuyvesant,"$4,200/mo",trulia
,"Brooklyn, NY, 11230, (",3 days on Trulia,2 full Bathrooms,2 Bedrooms,Low,"Home Sweet Home. Rare corner luxury apartment with treetop views and a private balcony! Elevator opens up directly into this spacious and extremely sunny 2bd/2bth home. Features include an open kitchen with high end appliances, hardwood floors, generous closets, oversized bedrooms, modern bathrooms, dishwasher, Bosch washer/dryer, garbage shoot in unit, and a large roof-deck which boasts views of Manhattan and Coney Island skylines. Located on Ocean Parkway in serene tree-lined Kensington, this is a well maintained condominium building only 8 years old. Close to the F train, cafes, bars","Price: $2,600; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Kensington & Parkville,"$2,600/mo",trulia
,"Brooklyn, NY, 11217, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Stunning Parisian style 1 brm steps away from all subways and LIRRStunning 1 brm on the 4th floor walk up of a 5 units property located 1 block away from subways, minutes int the City, steps away from absolutely everything you need.. walking distance to Propect Park.the apartment has lots of character, original Hard wood floors, very high ceilings, great volumes, french doors, exposed bricks, separate kitchen, DW, NO WD (laundromat next door) it has a full size Bath, a spacious living and bedroom, and it is filled with light. it has intercom with video camera, contact Mi","Price: $2,700; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Space Real Estate; 700 sqft",,,Prospect Heights,"$2,700/mo",trulia
,"Brooklyn, NY, 11218, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Fresh renovation in Windsor Terrace! This lovely one bedroom was just given a beautiful makeover and updated with modern amenities. Featuring original parquet hardwood flooring throughout, there's plenty of old charm. However, step into the windowed kitchen to find your own WASHER/DRYER and Dishwasher to suit your modern needs! The bedroom features two generously sized closets and loads of light. HEAT AND HOT WATER INCLUDED. Just a few short blocks from the FT Hamilton F and G trains, you also have Prospect Park right nearby! Enjoy all the coffee shops/restaurants that Windsor Terrace h","Price: $2,000; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Windsor Terrace,"$2,000/mo",trulia
,"Brooklyn, NY, 11233, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,High,"newly renovated townhouse in up and coming area is in need of 1 person to move into a 3 bedroom apartment. The apartment has access to the backyard and roof access.Apartment is close to Subway (Ralph Ave C train & Utica Ave. A/C train)
                      Owner pays Trash. Tenants Pay gas, electricity and keep the outside of the building clean","Price: $900; Deposit:
                          $900; 3 Bedrooms; 1 full Bathroom; Townhouse; Status: For Rent; Pets Allowed:; Cats; Parking: off street; Floors: Hardwood; Neighborhood:; Zip:",,,Bedford - Stuyvesant,$900/mo,trulia
,"Brooklyn, NY, 11228, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Brand New Beautiful Large 1 Bedroom Apartment in Private House! New Kitchen with Granite Counter Top and new appliance. All wood Flooring in Bedroom and Living Room. Great School District 20 (PS 229 & IS 201). Express buses to Manhattan. Tenant pay Cooking gas and Electric. Acceptance Lease Application, Credit Report and Employment Verification Required. 1 Months Security Deposit, 1st Month Rent & Agent Fee. Please contact Leslie @917-322-9505.","Price: $1,600; Deposit:
                          $1,600; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; 800 sqft",,,Bath Beach,"$1,600/mo",trulia
,"Brooklyn, NY, 11231, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Tompkins Place Brownstone One bedroom and den garden apartment rental . Located on one of the most desirable blocks in Cobble Hill just off of Court street this newly renovated floor thru has a private patio over looking a beautiful lush garden, new custom kitchen with quartz counter tops, stainless steel fridge and dishwasher, new washer/dryer in the apartment, wood burning fireplace, great closet space and hardwood and original plank floors. Open kitchen with plenty of built ins & lots of cabinet space. New A/C's included.. Available for move in March 1. $3500 Heat and hot water inclu","Price: $3,500; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Fireplace; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran; Patio",,,Cobble Hill,"$3,500/mo",trulia
,"Brooklyn, NY, 11235, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Our beautifully detailed one bedroom floor plan is 700 square feet and comes appointed with custom-quality amenities throughout such as all wood floors, new eat in kitchen with Large living room, king size bedroom, 1 new tile Bath,use of backyard, Near all. Apartment Features:1 tile full bathNew Kitchen with Large living roomAll wood FloorsiKing Size BedroomsBackyard is accessibleNo utilities are included.call agent 646-399-8263.","Price: $1,400; Deposit:
                          $1,400; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; 700 sqft",,,Sheepshead Bay,"$1,400/mo",trulia
,"Brooklyn, NY, 11214, (",3 days on Trulia,"2 full, 1 partial Bathrooms",1 Bedroom,Lowest,Description:+ FURNISHED!+ Spacious Living Area+ Hardwood Flooring+ Great Closet Space+ Large Bedrooms+ Beautiful BathroomTransportation:D trains at 20th Av 0.47 milesD trains at 18th Av 0.51 milesD trains at Bay Parkway 0.64 milesD trains at 79th St 0.86 milesCommunication:For the quickest response send us a message! Contact us today... Tomorrow may be too late!,"Price: $1,650; 1 Bedroom; 2 full, 1 partial Bathrooms; Multi-Family; Status: For Rent; Rooms: 3; Neighborhood:; Zip:; Provided By:
                          B&h Properties",,,Bath Beach,"$1,650/mo",trulia
,"Brooklyn, NY, 11236, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"This is a smaller cozy 3 Bedroom apartment.
                      Owner is not accepting Programs/vouchers at the moment","Price: $1,950; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Hotpads",,,Canarsie,"$1,950/mo",trulia
,"Brooklyn, NY, 11206, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Low,Lovely 3 Bedroom Loft** East Williamsburg **Good sized bedrooms // large living roomSuper tall ceilings // exposed brickNatural lighting throughout // big windowsRecently renovated*Laundry*Roof*ElevatorThanks!,"Price: $3,950; Deposit:
                          $3,950; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs, Large dogs; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads",,,Williamsburg,"$3,950/mo",trulia
,"Brooklyn, NY, 11204, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"House1 flight up 2fhardwood floors2bedroom king sizewindows in all roomlarge open spaciousliving roomeat in kitchennewly paintedhigh ceilingscleansunnybrightshopping friendlysteps to transitclosets to all markersbig modern bathroomplenty of closet spaceno util included with rentserious clients only have w2,paystubsstate id a good credit linecall ask for peter at 6467782260No Pets Allowed(RLNE3624677)","Price: $1,600; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Pchang",,,Mapleton,"$1,600/mo",trulia
,"Brooklyn, NY, 11214, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Immaculate 1 Bedroom/ 1 Bath apartmentHeat & Hot Water includedLarge, newly renovated bathroomKitchen open to living roomKing- sized bedroom with closetSunshine all throughout","Price: $1,425; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Lucrum Group",,,Bensonhurst,"$1,425/mo",trulia
,"Brooklyn, NY, 11236, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"COZY ONE BEDROOM APARTMENT IN CANARSIE This cozy one bedroom apartment is located on a quiet block in Canarsie. It features: - Updated open kitchen/dinning - Spacious living room - Spacious Bedroom -Ceramic and wood flooring Will not last, Contact Patricia for viewing. Application process: Application fee Credit report 1 month rent 1 month security 1 month broker's fee","Price: $1,300; 1 Bedroom; 1 full Bathroom; Multi-Family; Refrigerator; Status: For Rent; Floors: Hardwood; Neighborhood:; MLS/Source ID: 10458698; Zip:; Provided By:
                          Serendipity Estates Llc",,,Canarsie,"$1,300/mo",trulia
,"Brooklyn, NY, 11236, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Newly renovated 2 bedroom apartment On the first floor of a 2 family house, hardwood floors throughout Granite counter tops, and a whole lot more; a definite must see.","Price: $1,800; 2 Bedrooms; 1 full Bathroom; Townhouse; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Realshout",,,Canarsie,"$1,800/mo",trulia
,"Brooklyn, NY, 11221, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,** Text / Call Matt 347 559 2852 today for a private showing! **-- This way to your spacious new room w/ your own private bathroom and yard! (Basement room of a three bed room duplex w/ private access to the yard) --Located right down the block from the Bedford-Nostrand G train and 4min to JMZ Myrtle train features: -roof access-private yard-hardwood floors-high ceilings-private door that go to outdoor area-central a/c-marble counters-virtual doorman-laundry in buildingGood Credit Guarantors are acceptedMust Mak,"Price: $1,200; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Parking: off street; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads",,,Bedford - Stuyvesant,"$1,200/mo",trulia
,"Brooklyn, NY, 11235, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Low,Want to get away from the bustling city? This 2 bedroom in the coastal neighborhood of Brighton Beach is the perfect escape! This beautiful and bright home features...-Large kitchen with custom wooden cabinets/granite countertops/stainless steel appliances/island-Excellent living room space -High ceilings -Spacious bedrooms with closet space-Heat/washer/dryer included-Hardwood floors throughout-Plenty of natural lighting-Abundance of storage spaceThere is plenty to do in Brighton Beach! Take a walk around and you'll soon reach various shops/cafes/restaurants/and,"Price: $2,900; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Built in 2008; Neighborhood:; Zip:; Provided By:
                          Highline Residential",,,Brighton Beach,"$2,900/mo",trulia
,"Brooklyn, NY, 11211, (",2 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,This is a Super Apartment owned by a Super Company!waaay Under Market Value!Premium Location ~ near the Bedford and Lorimer L train also walk to the Nassau GSuperior Extra Bright Daylight All Day because there are Windows on 3 Sides!1.5 Bedroom or One Large (King Size bed!) Bedroom plus an office.The Bathroom has a Window ~ Important StuffBrand New Dishwasher and Laundry room in the BuildingOn Richardson ( North 11th. street ) at Lorimer St.please Call,"Price: $2,500; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Nooklyn.com Llc; 650 sqft",,,Greenpoint,"$2,500/mo",trulia
